stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
HAI1DUBO,HAI1DUBO,Dubois,53 Rue du 1er Mai 62940 Haillicourt,50.4733194095524,2.579148589586944,,,0,,0
SAY2GDOR,SAY2GDOR,Gerbes d'Or,1 q Route Nationale 62113 Sailly-Labourse,50.49786692919841,2.699627024423557,,,0,,0
HUL1FO13,HUL1FO13,Fosse 13,234 Rue Roger Salengro 62410 Hulluch,50.49245388140719,2.809190627997645,,,0,,1
HIN2PLA2,HIN2PLA2,Ecole Maternelle,177 Rue des Fusillés 62232 Hinges,50.56477595578089,2.624195893864482,,,0,,1
FOU2PCOC,FOU2PCOC,Cocorico,81 Rue Roger Salengro 62740 Fouquières-lès-Lens,50.4198157638598,2.8966341321767346,,,0,,0
ELE2MAIR,ELE2MAIR,Mairie,Place Louis Virel 62300 Éleu-dit-Leauwette,50.41554002115574,2.8170198837161005,,,0,,1
DRO2LPAR,DRO2LPAR,La Parisienne,149 Route d’Arras 62320 Drocourt,50.3982457990388,2.934605565201458,,,0,,1
BET2LEGI,BET2LEGI,Legillon,445 Boulevard Raymond Poincare 62400 Béthune,50.524636561374,2.640319072023891,,,0,,0
ABL2VEGL,ABL2VEGL,Vieille Eglise,13 Rue Marcel Lancino 62153 Ablain-Saint-Nazaire,50.39266239173472,2.7216210691872083,,,0,,0
BRU1MAIR,BRU1MAIR,Mairie,264 Rue Jean Jaurès (La Bussière) 62700 Bruay-la-Buissière,50.489338038715125,2.5677643162504347,,,0,,1
LEN1BH03,LEN1BH03,Centre Montgré,3 Rue des Deportes 62210 Avion,50.42326755958335,2.8367987765926395,,,0,,1
LEN1BH02,LEN1BH02,Bollaert Delelis,2 Route de Béthune 62300 Lens,50.43255081885318,2.82194455695421,,,0,,1
MAR1HDV2,MAR1HDV2,Hôtel de Ville,3 Boulevard Leon Gambetta 62540 Marles-les-Mines,50.50250005788854,2.506563407493447,,,0,,1
ANZ1LIBE,ANZ1LIBE,Liberté,255 Rue de Saint-Venant 62232 Annezin,50.54170197413325,2.6244438162341868,,,0,,0
EVI1CIEM,EVI1CIEM,Employés,214 Rue Emile Basly 62141 Évin-Malmaison,50.44031469828562,3.021639608973649,,,0,,0
AUC2CHA1,AUC2CHA1,Georges Bernard,19 Quartier Saint Augustin 62260 Auchel,50.50074742635898,2.4807878290517085,,,0,,1
LEF2CALV,LEF2CALV,Calvaire,11 d Rue Casimir Beugnet 62790 Leforest,50.43999120315852,3.054807043121872,,,0,,1
LEN2LAM2,LEN2LAM2,Stade Debeyre,24 Rue les Renardières 62300 Lens,50.44996103623623,2.8187260713474207,,,0,,1
DOU2LANO,DOU2LANO,L.A. Nord,3 Avenue de l’Europe 62110 Hénin-Beaumont,50.44965787783568,2.9743255909432778,,,0,,1
